tax_num,avg_tax_incm,fine_code,fine_name,broad_code,broad_name
1029,37702.4246841594,42140, Manchester and Other Textile Goods Retailing,G,Retail Trade
2062,46630.8128031038,42210," Electrical, Electronic and Gas Appliance Retailing",G,Retail Trade
975,43460.4492307692,42220, Computer and Computer Peripheral Retailing,G,Retail Trade
451,43688.4767184035,42290, Other Electrical and Electronic Goods Retailing,G,Retail Trade
495,42382.8686868687,42310, Hardware and Building Supplies Retailing,G,Retail Trade
800,40833.335,42320, Garden Supplies Retailing,G,Retail Trade
1063,46861.8889934149,42410, Sport and Camping Equipment Retailing,G,Retail Trade
769,46381.821846554,42420, Entertainment Media Retailing,G,Retail Trade
1108,41525.1868231047,42430, Toy and Game Retailing,G,Retail Trade
275,32720.0872727273,42441, Newsagents,G,Retail Trade
560,44461.9285714286,42442, Book Retailing,G,Retail Trade
228,50867.3333333333,42450, Marine Equipment Retailing,G,Retail Trade
7734,39024.5777088182,42510, Clothing Retailing,G,Retail Trade
359,39788.356545961,42520, Footwear Retailing,G,Retail Trade
818,36958.8740831296,42530, Watch and Jewellery Retailing,G,Retail Trade
1205,36937.8970954357,42590, Other Personal Accessory Retailing,G,Retail Trade
14,39955.2142857143,42600, Department Stores,G,Retail Trade
2496,177992.639022436,42711, Chemist or Pharmacy Operations,G,Retail Trade
818,43923.1687041565,42712," Cosmetics, Perfumes and Toiletry Goods Retailing (Except Direct Marketing) n.e.c.",G,Retail Trade
541,42855.7282809612,42720, Stationery Goods Retailing,G,Retail Trade
35,59351.6285714286,42731, Pawnbroking,G,Retail Trade
737,32470.8656716418,42732, Antiques Retailing (Except Pawnbroking or Disposal Stores),G,Retail Trade
992,31743.5574596774,42733, Disposal Stores (Second Hand Goods Retailing Except Pawnbroking and Antiques),G,Retail Trade
2450,34884.5555102041,42740, Flower Retailing,G,Retail Trade
203,46215.6650246306,42791, Swimming Pool and Spa Retailing,G,Retail Trade
987,41406.3890577508,42792, Art Dealers (Including Retail Art Gallery Operation Except by Direct Marketing),G,Retail Trade
100,46961.72,42793, Adult Sex Shop Operation,G,Retail Trade
1002,34348.745508982,42794, Pets Retailing,G,Retail Trade
7189,37702.7016274864,42799, Other Store-Based Retailing n.e.c.,G,Retail Trade
1790,46277.4899441341,43101," Cosmetics, Perfumes and Toiletry Goods Retailing by Direct Marketing (Except Commission Based)",G,Retail Trade
1242,40492.9371980676,43102, Jewellery Retailing by Direct Marketing (Except Commission Based),G,Retail Trade
6420,41849.041588785,43109, Non-Store Retailing n.e.c.,G,Retail Trade
1053,44181.7701804369,43201," Cosmetics, Perfumes and Toiletry Goods Retailing Commission Based",G,Retail Trade
140,39263.4642857143,43202, Jewellery Retailing Commission Based,G,Retail Trade
4378,43348.3391959799,43209, Retail Commission-Based Buying and/or Selling n.e.c.,G,Retail Trade
3967,48559.5276027225,44000, Accommodation,H,Accommodation and Food Services
6645,30411.7984951091,45110, Cafes and Restaurants,H,Accommodation and Food Services
6478,30827.38036431,45120, Takeaway Food Services,H,Accommodation and Food Services
3959,38940.3793887345,45130, Catering Services,H,Accommodation and Food Services
307,36195.3778501629,45200," Pubs, Taverns and Bars",H,Accommodation and Food Services
90,35120.8444444445,45301, Licensed Clubs (Hospitality) Operation,H,Accommodation and Food Services
72,36425.6527777778,45302, Unlicensed Clubs (Hospitality) Operation,H,Accommodation and Food Services
16920,38501.9669030733,46100, Road Freight Transport,I,"Transport, Postal and Warehousing"
333,42797.5345345345,46210, Interurban and Rural Bus Transport,I,"Transport, Postal and Warehousing"
802,44996.0211970075,46220, Urban Bus Transport (Including Tramway),I,"Transport, Postal and Warehousing"
23283,39654.8798694326,46231, Taxi Service Operation,I,"Transport, Postal and Warehousing"
14060,41913.5919630157,46239, Other Road Transport (Except Taxi),I,"Transport, Postal and Warehousing"
10,98954.2,47100, Rail Freight Transport,I,"Transport, Postal and Warehousing"
178,107830.556179775,48100, Water Freight Transport,I,"Transport, Postal and Warehousing"
250,66558.056,48200, Water Passenger Transport,I,"Transport, Postal and Warehousing"
216,96336.212962963,49001, Aircraft Charter and Lease,I,"Transport, Postal and Warehousing"
32,65132.40625,49009, Other Air and Space Transport,I,"Transport, Postal and Warehousing"
540,53515.3462962963,50100, Scenic and Sightseeing Transport,I,"Transport, Postal and Warehousing"
3616,41446.9452433628,50290, Other Transport n.e.c.,I,"Transport, Postal and Warehousing"
1071,40436.7703081233,51010, Postal Services,I,"Transport, Postal and Warehousing"
21155,33319.9110848499,51020, Courier Pick-up and Delivery Services,I,"Transport, Postal and Warehousing"
23,46907.2608695652,52110, Stevedoring Services,I,"Transport, Postal and Warehousing"
25,63430.48,52120, Port and Water Transport Terminal Operations,I,"Transport, Postal and Warehousing"
519,58190.140655106,52190, Other Water Transport Support Services,I,"Transport, Postal and Warehousing"
317,76390.1514195584,52200, Airport Operations and Other Air Transport Support Services,I,"Transport, Postal and Warehousing"
160,50342.93125,52910, Customs Agency Services,I,"Transport, Postal and Warehousing"
263,46945.8403041825,52920, Freight Forwarding Services,I,"Transport, Postal and Warehousing"
53385,35137.3665449096,52991, Taxi Driver,I,"Transport, Postal and Warehousing"
1882,41854.6896918172,52999, Other Transport Support Services n.e.c.,I,"Transport, Postal and Warehousing"
12,360817.75,53010, Grain Storage Services,I,"Transport, Postal and Warehousing"
497,53520.9597585513,53090, Other Warehousing and Storage Services,I,"Transport, Postal and Warehousing"
200,55700.15,54110, Newspaper Publishing,J,Information Media and Telecommunications
299,52416.3578595318,54120, Magazine and Other Periodical Publishing,J,Information Media and Telecommunications
1422,56295.85302391,54130, Book Publishing,J,Information Media and Telecommunications
18,36756.6666666667,54140, Directory and Mailing List Publishing,J,Information Media and Telecommunications
268,48414.8917910448,54190," Other Publishing (except Software, Music and Internet)",J,Information Media and Telecommunications
1143,78955.2720909886,54200, Software Publishing,J,Information Media and Telecommunications
6172,55249.444426442,55110, Motion Picture and Video Production,J,Information Media and Telecommunications
104,50115.5865384615,55120, Motion Picture and Video Distribution,J,Information Media and Telecommunications
42,55847.2380952381,55130, Motion Picture Exhibition,J,Information Media and Telecommunications
704,-89215.5340909091,55140, Post-production Services and Other Motion Picture and Video Activities,J,Information Media and Telecommunications
84,65287.3452380952,55210, Music Publishing,J,Information Media and Telecommunications
3041,48789.1111476488,55220, Music and Other Sound Recording Activities,J,Information Media and Telecommunications
253,75450.8616600791,56100, Radio Broadcasting,J,Information Media and Telecommunications
151,75978.8543046358,56210, Free-to-Air Television Broadcasting,J,Information Media and Telecommunications
86,48652.9186046512,56220, Cable and Other Subscription Broadcasting,J,Information Media and Telecommunications
1010,56445.9316831683,57000, Internet Publishing and Broadcasting,J,Information Media and Telecommunications
997,49256.9949849549,58010, Wired Telecommunications Network Operation,J,Information Media and Telecommunications
218,48977.5091743119,58020, Other Telecommunications Network Operation,J,Information Media and Telecommunications
781,47529.1113956466,58090, Other Telecommunications Services,J,Information Media and Telecommunications
617,51340.376012966,59100, Internet Service Providers and Web Search Portals,J,Information Media and Telecommunications
1431,50865.2529699511,59210, Data Processing and Web Hosting Services,J,Information Media and Telecommunications
96,59599.2083333333,59220, Electronic Information Storage Services,J,Information Media and Telecommunications
209,55029.971291866,60100, Libraries and Archives,J,Information Media and Telecommunications
1073,58835.0568499534,60200, Other Information Services,J,Information Media and Telecommunications
47,63994.5106382979,62210, Banking,K,Financial and Insurance Services
14,58052.2857142857,62220, Building Society Operation,K,Financial and Insurance Services
273,66990.8131868132,62290, Other Depository Financial Intermediation,K,Financial and Insurance Services
200,64430.795,62300, Non-Depository Financing,K,Financial and Insurance Services
8609,86033.7835985597,62400, Financial Asset Investing,K,Financial and Insurance Services
34,42671.7058823529,63100, Life Insurance,K,Financial and Insurance Services
13,68442.3076923077,63210, Health Insurance,K,Financial and Insurance Services
228,63856.9385964912,63220, General Insurance,K,Financial and Insurance Services
9991,84695.3940546492,64110, Financial Asset Broking Services,K,Financial and Insurance Services
5733,79042.2421070993,64190, Other Auxiliary Finance and Investment Services,K,Financial and Insurance Services
671,71741.6154992548,64200, Auxiliary Insurance Services,K,Financial and Insurance Services
3725,57688.2518120805,66110, Passenger Car Rental and Hiring,L,"Rental, Hiring and Real Estate Services"
1422,75315.7187060478,66190, Other Motor Vehicle and Transport Equipment Rental and Hiring,L,"Rental, Hiring and Real Estate Services"
202,71989.0346534654,66200, Farm Animal and Bloodstock Leasing,L,"Rental, Hiring and Real Estate Services"
1270,76870.7559055118,66310, Heavy Machinery and Scaffolding Rental and Hiring,L,"Rental, Hiring and Real Estate Services"
189,44759.8941798942,66320, Video and Other Electronic Media Rental and Hiring,L,"Rental, Hiring and Real Estate Services"
3370,66241.8557863502,66390, Other Goods and Equipment Rental and Hiring n.e.c.,L,"Rental, Hiring and Real Estate Services"
1717,67705.0943506115,66400, Non-Financial Intangible Assets (Except Copyrights) Leasing,L,"Rental, Hiring and Real Estate Services"
1593,61506.5593220339,67110, Residential Property Operators,L,"Rental, Hiring and Real Estate Services"
3199,106857.647389809,67120, Non-Residential Property Operators,L,"Rental, Hiring and Real Estate Services"
8483,54959.9423552988,67200, Real Estate Services,L,"Rental, Hiring and Real Estate Services"
1995,80537.9954887218,69100, Scientific Research Services,M,"Professional, Scientific and Technical Services"
8852,60398.2788070493,69210, Architectural Services,M,"Professional, Scientific and Technical Services"
1177,68916.945624469,69220, Surveying and Mapping Services,M,"Professional, Scientific and Technical Services"
11800,74786.7594915254,69230, Engineering Design and Engineering Consulting Services,M,"Professional, Scientific and Technical Services"
18209,50278.0257015762,69240, Other Specialised Design Services,M,"Professional, Scientific and Technical Services"
1338,79434.322122571,69250, Scientific Testing and Analysis Services,M,"Professional, Scientific and Technical Services"
13596,185460.187849367,69310, Legal Services,M,"Professional, Scientific and Technical Services"
32280,57948.6068153656,69320, Accounting Services,M,"Professional, Scientific and Technical Services"
8689,53360.3267349522,69400, Advertising Services,M,"Professional, Scientific and Technical Services"
1953,56228.2124935996,69500, Market Research and Statistical Services,M,"Professional, Scientific and Technical Services"
292,63481.3219178082,69610, Corporate Head Office Management Services,M,"Professional, Scientific and Technical Services"
2251,66665.8023100844,69621, Environmental Management Consultancy,M,"Professional, Scientific and Technical Services"
1271,73573.1510621558,69622, OHAS Consultancy,M,"Professional, Scientific and Technical Services"
40449,82566.3015896561,69629, Management Advice and Related Consulting Services n.e.c.,M,"Professional, Scientific and Technical Services"
1535,77169.2006514658,69700, Veterinary Services,M,"Professional, Scientific and Technical Services"
16578,46979.2774158523,69910, Professional Photographic Services,M,"Professional, Scientific and Technical Services"
6239,54541.9065555377,69990," Other Professional, Scientific and Technical Services n.e.c.",M,"Professional, Scientific and Technical Services"
19142,68871.2838261415,70000, Computer System Design and Related Services,M,"Professional, Scientific and Technical Services"
951,63667.7949526814,72110, Employment Placement and Recruitment Services,N,Administrative and Support Services
9483,40346.0749762733,72120, Labour Supply Services,N,Administrative and Support Services
4413,39238.4772263766,72200, Travel Agency and Tour Arrangement Services,N,Administrative and Support Services
7890,39477.5313054499,72910, Office Administrative Services,N,Administrative and Support Services
1344,44858.4308035714,72920, Document Preparation Services,N,Administrative and Support Services
262,50198.3740458015,72930, Credit Reporting and Debt Collection Services,N,Administrative and Support Services
102,33077.7450980392,72940, Call Centre Operation,N,Administrative and Support Services
7500,43037.5988,72990, Other Administrative Services n.e.c.,N,Administrative and Support Services
52251,30184.7731335285,73110, Building and Other Industrial Cleaning Services,N,Administrative and Support Services
1678,46779.3343265793,73120, Building Pest Control Services,N,Administrative and Support Services
23092,36664.0852676252,73130, Gardening Services,N,Administrative and Support Services
607,33764.7940691928,73200, Packaging Services,N,Administrative and Support Services
28,54639.1428571429,75100, Central Government Administration,O,Public Administration and Safety
31,105790.451612903,75200, State Government Administration,O,Public Administration and Safety
84,52916.5,75300, Local Government Administration,O,Public Administration and Safety
80,95093.9,75400, Justice,O,Public Administration and Safety
19,110152.631578947,75520, Foreign Government Representation,O,Public Administration and Safety
21,72241.1904761905,77110, Police Services,O,Public Administration and Safety
3640,44532.2782967033,77120, Investigation and Security Services,O,Public Administration and Safety
296,71880.1655405406,77130, Fire Protection and Other Emergency Services,O,Public Administration and Safety
423,65723.5177304965,77190, Other Public Order and Safety Services,O,Public Administration and Safety
62,61307.0483870968,77200, Regulatory Services,O,Public Administration and Safety
213,40585.882629108,80100, Preschool Education,P,Education and Training
226,38819.889380531,80210, Primary Education,P,Education and Training
307,42208.2214983713,80220, Secondary Education,P,Education and Training
218,38120.2889908257,80230, Combined Primary and Secondary Education,P,Education and Training
470,41615.285106383,80240, Special School Education,P,Education and Training
580,56523.0913793104,81011, Computer Training (Vocational),P,Education and Training
4715,59172.6475079534,81019, Technical and Vocational Education and Training n.e.c.,P,Education and Training
439,78757.1184510251,81020, Higher Education,P,Education and Training
11587,47352.5254164149,82110, Sports and Physical Recreation Instruction,P,Education and Training
10827,40344.4573750808,82120, Arts Education,P,Education and Training
141,56016.6737588653,82191, Flying School Operation,P,Education and Training
13589,46837.9662226801,82199," Adult, Community and Other Education n.e.c.",P,Education and Training
4085,48027.8631578947,82200, Educational Support Services,P,Education and Training
99,218280.606060606,84010, Hospitals (Except Psychiatric Hospitals),Q,Health Care and Social Assistance
24,82510.7083333333,84020, Psychiatric Hospitals,Q,Health Care and Social Assistance
20481,191411.642693228,85110, General Practice Medical Services,Q,Health Care and Social Assistance
2482,492738.829170024,85121, Anaesthetist (Own Account),Q,Health Care and Social Assistance
1574,330628.100381194,85122, Specialist Medical Clinic Operation,Q,Health Care and Social Assistance
278,362764.320143885,85123, Dermatologist (Own Account),Q,Health Care and Social Assistance
631,460364.315372425,85124, Gynaecologist and Obstetrician (Own Account),Q,Health Care and Social Assistance
2500,168093.3636,85125, Psychiatrist (Own Account),Q,Health Care and Social Assistance
14592,342310.126850329,85129, Specialist Medical Services n.e.c.,Q,Health Care and Social Assistance
338,158074.642011834,85202, Pathologist (Own Account),Q,Health Care and Social Assistance
757,420569.536327609,85203, Radiologist (Own Account),Q,Health Care and Social Assistance
195,130357.220512821,85209, Other Pathology and Diagnostic Imaging Services,Q,Health Care and Social Assistance
7261,161202.714088969,85310, Dental Services,Q,Health Care and Social Assistance
1230,86880.2024390244,85320, Optometry and Optical Dispensing,Q,Health Care and Social Assistance
6988,61919.8045220378,85330, Physiotherapy Services,Q,Health Care and Social Assistance
3119,58680.336646361,85340, Chiropractic and Osteopathic Services,Q,Health Care and Social Assistance
15053,32589.0445094001,85391, Complementary and Alternative Services,Q,Health Care and Social Assistance
19463,64277.404254226,85399, Other Allied Health Services (Mainstream),Q,Health Care and Social Assistance
5,57822.6,85910, Ambulance Services,Q,Health Care and Social Assistance
13203,48739.4444444445,85990, Other Health Care Services n.e.c.,Q,Health Care and Social Assistance
22,41537.2272727273,86011, Retirement Village Operation,Q,Health Care and Social Assistance
187,91161.7272727273,86012, Accommodation for the Aged Operation,Q,Health Care and Social Assistance
1215,33631.8098765432,86090, Other Residential Care Services,Q,Health Care and Social Assistance
15869,26961.8277774277,87100, Child Care Services,Q,Health Care and Social Assistance
4651,48912.6587830574,87900, Other Social Assistance Services,Q,Health Care and Social Assistance
68,50878.1029411765,89100, Museum Operation,R,Arts and Recreation Services
106,41163.6037735849,89210, Zoological and Botanical Gardens Operation,R,Arts and Recreation Services
103,42864.572815534,89220, Nature Reserves and Conservation Parks Operation,R,Arts and Recreation Services
2165,45913.8484988453,90010, Performing Arts Operation,R,Arts and Recreation Services
2578,40463.4988363072,90020, Creative and Performing Arts Activities,R,Arts and Recreation Services
23611,48648.5354707552,90021, Musicians and Entertainers,R,Arts and Recreation Services
28992,52387.1934671634,90029," Other Creative Artists, Writers and Performers",R,Arts and Recreation Services
500,50987.81,90030, Performing Arts Venue Operation,R,Arts and Recreation Services
12566,40744.8301766672,91110, Health and Fitness Centres and Gymnasia Operation,R,Arts and Recreation Services
466,91690.3798283262,91121, Jockeys,R,Arts and Recreation Services
17,112525,91123, Professional Cricketers,R,Arts and Recreation Services
112,150255.455357143,91124, Professional Footballers,R,Arts and Recreation Services
37,44079.5135135135,91125, Umpires and Referees,R,Arts and Recreation Services
1590,72856.2666666667,91126, Professional Sportspersons n.e.c.,R,Arts and Recreation Services
346,45311.6473988439,91129, Sports and Physical Recreation Clubs n.e.c.,R,Arts and Recreation Services
120,35908.625,91131, Squash and Tennis Court Operation,R,Arts and Recreation Services
360,47583.4305555556,91139," Sports and Physical Recreation Venues, Grounds and Facilities Operation n.e.c.",R,Arts and Recreation Services
590,56005.0762711864,91140, Sports and Physical Recreation Administrative Service,R,Arts and Recreation Services
51,48266.7647058824,91210, Horse and Dog Racing Administration and Track Operation,R,Arts and Recreation Services
321,41290.2647975078,91291, Dog Training (Racing),R,Arts and Recreation Services
1377,32041.2490922295,91292, Horse Training (Racing),R,Arts and Recreation Services
837,42484.2855436081,91299, Other Horse and Dog Racing Activities,R,Arts and Recreation Services
99,42883.5050505051,91310, Amusement Parks and Centres Operation,R,Arts and Recreation Services
2575,44119.1122330097,91390, Amusement and Other Recreational Activities n.e.c.,R,Arts and Recreation Services
11,68004.8181818182,92020, Lottery Operation,R,Arts and Recreation Services
270,81363.2,92091, Bookmaker,R,Arts and Recreation Services
118,59385.5,92092, TAB Agency Operation,R,Arts and Recreation Services
166,48528.8192771084,92099, Other Gambling Activities n.e.c.,R,Arts and Recreation Services
1801,51848.3087173792,94110, Automotive Electrical Services,S,Other Services
403,44252.0297766749,94121, Motor Vehicle Windscreen Repair and Service,S,Other Services
4680,40392.2485042735,94129," Automotive Body, Paint and Interior Repair n.e.c.",S,Other Services
775,45191.024516129,94191, Motor Vehicle Clutch and Brake Repair and Service,S,Other Services
281,39353.0320284698,94192, Motor Vehicle Radiator Repair and Service,S,Other Services
184,35526.8532608696,94193, Motor Vehicle Muffler and Exhaust Repair and Service,S,Other Services
11098,48073.5409983781,94199, Other Automotive Repair and Maintenance,S,Other Services
1422,44036.2925457103,94210, Domestic Appliance Repair and Maintenance,S,Other Services
1422,42637.4092827004,94220, Electronic (except Domestic Appliance) and Precision Equipment Repair and Maintenance,S,Other Services
1453,56201.19889883,94290, Other Machinery and Equipment Repair and Maintenance,S,Other Services
582,26510.4347079038,94910, Clothing and Footwear Repair,S,Other Services
6737,40206.8724951759,94990, Other Repair and Maintenance n.e.c.,S,Other Services
37098,31796.3208259205,95110, Hairdressing and Beauty Services,S,Other Services
335,42196.0059701493,95120, Diet and Weight Reduction Centre Operation,S,Other Services
299,49253.4080267559,95200," Funeral, Crematorium and Cemetery Services",S,Other Services
2703,31709.1135775065,95310, Laundry and Dry-Cleaning Services,S,Other Services
679,45357.9425625921,95320, Photographic Film Processing,S,Other Services
39,58448.9743589744,95330, Parking Services,S,Other Services
363,35827.2203856749,95340, Brothel Keeping and Prostitution Services,S,Other Services
405,32389.8049382716,95391, Fortune Telling and Similar Services,S,Other Services
70,40645.7,95392, Introduction Agency Services,S,Other Services
7193,27090.1701654386,95393, Child Minding (Babysitting in the Home),S,Other Services
26859,41440.6851707063,95399, Other Personal Services n.e.c.,S,Other Services
379,33199.8865435356,95400, Religious Services,S,Other Services
2940,69932.287414966,95510, Business and Professional Association Services,S,Other Services
734,35359.9604904632,95520, Labour Association Services,S,Other Services
337,44917.175074184,95599, Other Interest Group Services n.e.c.,S,Other Services
86,30182.3837209302,96010, Private Households Employing Staff,S,Other Services
18,45318.1666666667,96020, Undifferentiated Goods-Producing Activities of Private Households for Own Use,S,Other Services
102,39212.3725490196,96030, Undifferentiated Service-Producing Activities of Private Households for Own Use,S,Other Services
12768530,62299.7460445329,Other, individuals,X,Other individuals
33599,63219.687371648,Other,"",Z,Other
